Ticker,Revenue group,Net income group,Assets,Financing cash flow,Investing cash flow,Operating cash flow,return from 2024 q3 to today,revenue_value,net_income_margin,operating_cash_flow_margin,fcf_proxy,fcf_proxy_margin,financing_dependence,accrual_spread,asset_turnover,cash_quality_score,cash_quality_bucket
NET,$100M-$500M,-38082000,2759767000,1247000,15567000,36414000,124.761,290175000.0,-0.131238,0.12549,51981000.0,0.179137,0.004297,-0.256728,0.105145,0.043601,0 to 1 okay
NEWT,$100M-$500M,18550000,1429513000,186899000,-23898000,-116359000,3.1051,105929000.0,0.175117,-1.098462,-140257000.0,-1.324066,1.76438,1.273579,0.074101,-5.460488,<=-2 bad
NEWTG,$100M-$500M,18550000,1429513000,186899000,-23898000,-116359000,1.5194,105929000.0,0.175117,-1.098462,-140257000.0,-1.324066,1.76438,1.273579,0.074101,-5.460488,<=-2 bad
NFE,$500M-$1B,150206000,8223746000,43221000,-463268000,200140000,-97.0403,579131000.0,0.259364,0.345587,-263128000.0,-0.45435,0.074631,-0.086222,0.070422,-0.269616,-1 to 0 mixed
NFLX,$2B-$10B,1305120000,48731992000,-374073000,-263653000,2178740000,47.2684,8161503000.0,0.159912,0.266953,1915087000.0,0.234649,0.0,-0.107042,0.167477,0.394561,0 to 1 okay
NGVT,$100M-$500M,50700000,2623300000,-5600000,2500000,5300000,75.3547,392600000.0,0.129139,0.0135,7800000.0,0.019868,0.0,0.115639,0.149659,-0.082272,-1 to 0 mixed
NI,$1B-$2B,333000000,31077200000,117300000,-727800000,683400000,67.5657,1966000000.0,0.169379,0.347609,-44400000.0,-0.022584,0.059664,-0.17823,0.063262,0.087131,0 to 1 okay
NJR,$500M-$1B,115921000,6537496000,-55280000,-261737000,343121000,31.5912,748984000.0,0.154771,0.458115,81384000.0,0.108659,0.0,-0.303344,0.114567,0.26343,0 to 1 okay
NMIH,$100M-$500M,74458000,2940507000,-17406000,-33751000,89835000,21.8193,136779000.0,0.544367,0.656789,56084000.0,0.410034,0.0,-0.112422,0.046515,0.954401,0 to 1 okay
NMRK,$500M-$1B,-10350000,4471575000,498651000,-118059000,-398840000,60.4594,520799000.0,-0.019873,-0.765823,-516899000.0,-0.992512,0.957473,0.74595,0.116469,-3.461758,<=-2 bad
NNBR,$100M-$500M,-10175000,510885000,1251000,-3962000,226000,-12.0,127088000.0,-0.080063,0.001778,-3736000.0,-0.029397,0.009844,-0.081841,0.24876,-0.119303,-1 to 0 mixed
NOC,$2B-$10B,842000000,46544000000,929000000,-309000000,-702000000,30.729,9301000000.0,0.090528,-0.075476,-1011000000.0,-0.108698,0.099882,0.166004,0.199832,-0.450059,-1 to 0 mixed
NOG,$500M-$1B,340191000,4484255000,195458000,-461220000,269308000,-29.245,582214000.0,0.584306,0.462558,-191912000.0,-0.329625,0.335715,0.121747,0.129835,-0.324528,-1 to 0 mixed
NOVT,$100M-$500M,18265000,1226056000,-25066000,-3620000,10245000,-18.9197,219126000.0,0.083354,0.046754,6625000.0,0.030234,0.0,0.0366,0.178724,0.040388,0 to 1 okay
NPKI,$100M-$500M,5620000,642336000,-30270000,921000,29444000,89.9285,200030000.0,0.028096,0.147198,30365000.0,0.151802,0.0,-0.119102,0.31141,0.179898,0 to 1 okay
NPO,$1B-$2B,37400000,2499500000,-12000000,-14800000,58500000,99.4874,1150600000.0,0.032505,0.050843,43700000.0,0.03798,0.0,-0.018338,0.460332,0.070485,0 to 1 okay
NRDS,$100M-$500M,1700000,418600000,8100000,-7600000,16400000,-25.3595,169600000.0,0.010024,0.096698,8800000.0,0.051887,0.047759,-0.086675,0.40516,0.014151,0 to 1 okay
NRG,$2B-$10B,-1335000000,26038000000,2536000000,-2350000000,-1598000000,104.237,7722000000.0,-0.172883,-0.206941,-3948000000.0,-0.511267,0.328412,0.034059,0.296567,-1.080679,-2 to -1 weak
NSC,$2B-$10B,466000000,41652000000,-686000000,-391000000,1173000000,47.3686,3132000000.0,0.148787,0.374521,782000000.0,0.249681,0.0,-0.225734,0.075194,0.398467,0 to 1 okay
NSIT,$2B-$10B,49972000,6286350000,-140654000,-9106000,160160000,-63.2574,2323947000.0,0.021503,0.068917,151054000.0,0.064999,0.0,-0.047414,0.369681,0.086502,0 to 1 okay
NSP,$1B-$2B,95000000,2120000000,-47000000,-9000000,40000000,-62.7871,1770000000.0,0.053672,0.022599,31000000.0,0.017514,0.0,0.031073,0.834906,0.00904,0 to 1 okay
NSSC,$100M-$500M,3084000,166654000,82000,-22713000,12416000,-11.4805,125339000.0,0.024605,0.099059,-10297000.0,-0.082153,0.000654,-0.074454,0.752091,-0.058202,-1 to 0 mixed
NTAP,$2B-$10B,937000000,9818000000,-1017000000,-561000000,1211000000,-16.1517,6318000000.0,0.148306,0.191675,650000000.0,0.102881,0.0,-0.043368,0.643512,0.251187,0 to 1 okay
NTCT,$500M-$1B,35874000,2820560000,-54165000,-68353000,296013000,80.6627,855575000.0,0.04193,0.345981,227660000.0,0.26609,0.0,-0.304052,0.303335,0.30802,0 to 1 okay
NTGR,$100M-$500M,-9712000,847142000,2166000,-14597000,9122000,64.938,180908000.0,-0.053685,0.050423,-5475000.0,-0.030264,0.011973,-0.104108,0.213551,-0.095922,-1 to 0 mixed
NTNX,$1B-$2B,-99514000,2526915000,-136361000,-40873000,214094000,-28.1898,1368685000.0,-0.072708,0.156423,173221000.0,0.12656,0.0,-0.229131,0.541643,0.053852,0 to 1 okay
NTRA,$100M-$500M,-136937000,1441699000,2301000,15870000,-81108000,89.4075,241756000.0,-0.566426,-0.335495,-65238000.0,-0.269851,0.009518,-0.230931,0.167688,-0.845795,-1 to 0 mixed
NTRS,$1B-$2B,334600000,150783100000,-4597700000,4919200000,-164900000,97.6729,1063600000.0,0.314592,-0.155039,4754300000.0,4.470008,0.0,0.469631,0.007054,1.375329,1 to 2 good
NUE,$2B-$10B,1136542000,35340499000,-920674000,-769783000,1207173000,35.9372,8709980000.0,0.130487,0.138597,437390000.0,0.050217,0.0,-0.008109,0.246459,0.180704,0 to 1 okay
NUS,$100M-$500M,11376000,1806463000,1380000,-14696000,-22077000,-29.8213,481462000.0,0.023628,-0.045854,-36773000.0,-0.076378,0.002866,0.069482,0.266522,-0.19458,-1 to 0 mixed
NVCR,$100M-$500M,-53061000,1146129000,5204000,82287000,-16727000,-28.315,122182000.0,-0.434278,-0.136902,65560000.0,0.536577,0.042592,-0.297376,0.106604,0.059706,0 to 1 okay
NVDA,$2B-$10B,2043000000,65728000000,-380000000,-841000000,2911000000,47.469,7192000000.0,0.284066,0.404755,2070000000.0,0.28782,0.0,-0.12069,0.109421,0.571885,0 to 1 okay
NVR,$2B-$10B,344352000,6601757000,-28532000,-2915000,315522000,-14.8879,2178277000.0,0.158085,0.144849,312607000.0,0.143511,0.0,0.013235,0.329954,0.275125,0 to 1 okay
NVRI,$500M-$1B,-9525000,2854698000,-2159000,-22539000,36912000,123.6079,560705000.0,-0.016988,0.065831,14373000.0,0.025634,0.0,-0.082819,0.196415,0.008646,0 to 1 okay
NWE,$100M-$500M,62530000,7280994000,-72456000,-136604000,213699000,44.839,454542000.0,0.137567,0.470141,77095000.0,0.16961,0.0,-0.332574,0.062429,0.307177,0 to 1 okay
NWL,$1B-$2B,-102000000,12163000000,128000000,-68000000,-77000000,-34.4427,1805000000.0,-0.05651,-0.042659,-145000000.0,-0.080332,0.070914,-0.01385,0.148401,-0.207756,-1 to 0 mixed
NWN,$100M-$500M,71671000,4592096000,11187000,-73018000,176861000,48.6838,462423000.0,0.15499,0.382466,103843000.0,0.224563,0.024192,-0.227476,0.1007,0.355361,0 to 1 okay
NWS,$2B-$10B,157000000,16921000000,-382000000,-440000000,670000000,7.5299,7446000000.0,0.021085,0.089981,230000000.0,0.030889,0.0,-0.068896,0.440045,0.051974,0 to 1 okay
NWSA,$2B-$10B,157000000,16921000000,-382000000,-440000000,670000000,-4.0639,7446000000.0,0.021085,0.089981,230000000.0,0.030889,0.0,-0.068896,0.440045,0.051974,0 to 1 okay
NXPI,$2B-$10B,615000000,24353000000,-198000000,-351000000,632000000,-24.0971,3121000000.0,0.197052,0.202499,281000000.0,0.090035,0.0,-0.005447,0.128157,0.287087,0 to 1 okay
NXST,$1B-$2B,111000000,12078000000,-251000000,-36000000,494000000,23.7631,1257000000.0,0.088305,0.392999,458000000.0,0.36436,0.0,-0.304694,0.104074,0.452665,0 to 1 okay
NXT,$1B-$2B,0,1419680000,-8656000,-5750000,-147113000,158.454,1457592000.0,0.0,-0.100929,-152863000.0,-0.104874,0.0,0.100929,1.026705,-0.306731,-1 to 0 mixed
ODFL,$500M-$1B,285038000,5512393000,-194180000,-199875000,415367000,17.8077,754096000.0,0.377986,0.550814,215492000.0,0.285762,0.0,-0.172828,0.1368,0.663748,0 to 1 okay
OEC,$500M-$1B,42300000,1833400000,-62500000,-30500000,108100000,-65.9927,500700000.0,0.084482,0.215898,77600000.0,0.154983,0.0,-0.131416,0.273099,0.239465,0 to 1 okay
OFIX,$100M-$500M,-60938000,925315000,15983000,17084000,-34020000,-6.6917,175204000.0,-0.347812,-0.194174,-16936000.0,-0.096664,0.091225,-0.153638,0.189345,-0.535701,-1 to 0 mixed
OGS,$1B-$2B,102621000,7770994000,-310388000,-149879000,469066000,38.2022,1530268000.0,0.067061,0.306525,319187000.0,0.208582,0.0,-0.239465,0.19692,0.275643,0 to 1 okay
OI,$2B-$10B,206000000,9425000000,-16000000,-98000000,-193000000,-4.048,3366000000.0,0.0612,-0.057338,-291000000.0,-0.086453,0.0,0.118538,0.357135,-0.262329,-1 to 0 mixed
OII,$500M-$1B,4060000,2239006000,-4936000,-15690000,-42919000,58.6874,536987000.0,0.007561,-0.079926,-58609000.0,-0.109144,0.0,0.087486,0.239833,-0.276556,-1 to 0 mixed
OKE,$2B-$10B,1049000000,24464000000,-808000000,47000000,1221000000,7.315,4521000000.0,0.232028,0.270073,1268000000.0,0.280469,0.0,-0.038045,0.184802,0.512497,0 to 1 okay
OKTA,$500M-$1B,-119000000,8989000000,-326000000,59000000,129000000,-18.0696,518000000.0,-0.22973,0.249035,188000000.0,0.362934,0.0,-0.478764,0.057626,0.133205,0 to 1 okay
OLED,$100M-$500M,39839000,1668961000,-23432000,40675000,47621000,-54.5161,130467000.0,0.305357,0.365004,88296000.0,0.676769,0.0,-0.059647,0.078173,0.982126,0 to 1 okay
OLLI,$100M-$500M,30980000,2091038000,-12198000,-99311000,35872000,-5.699,459154000.0,0.067472,0.078126,-63439000.0,-0.138165,0.0,-0.010654,0.219582,-0.070693,-1 to 0 mixed
OMC,$2B-$10B,227500000,28044600000,-479000000,-37600000,-522100000,-14.8293,3443300000.0,0.06607,-0.151628,-559700000.0,-0.162548,0.0,0.217698,0.122779,-0.531873,-1 to 0 mixed
OMCL,$100M-$500M,-15000000,2226878000,3862000,-13640000,12770000,40.2069,290629000.0,-0.051612,0.043939,-870000.0,-0.002994,0.013288,-0.095551,0.13051,-0.067894,-1 to 0 mixed
ON,$1B-$2B,461700000,13215200000,-63400000,-562000000,408900000,-0.8411,1959700000.0,0.235597,0.208654,-153100000.0,-0.078124,0.0,0.026943,0.148291,0.103587,0 to 1 okay
ONB,$100M-$500M,146600000,49089836000,971920000,-640086000,53689000,39.4197,130804000.0,1.120761,0.410454,-586397000.0,-4.48302,7.430354,0.710307,0.002665,-4.299853,<=-2 bad
ONC,$100M-$500M,-348431000,5805275000,-19868000,241063000,-563777000,106.9577,447801000.0,-0.778093,-1.25899,-322714000.0,-0.720664,0.0,0.480897,0.077137,-2.460551,<=-2 bad
ONEW,$500M-$1B,31704000,1770451000,220355000,-40379000,-169259000,-61.3396,890990000.0,0.035583,-0.189967,-209638000.0,-0.235287,0.247315,0.22555,0.503256,-0.898119,-1 to 0 mixed
ONTO,$100M-$500M,29068000,1909712000,-9470000,-13238000,50067000,34.633,199165000.0,0.145949,0.251385,36829000.0,0.184917,0.0,-0.105435,0.104291,0.330866,0 to 1 okay
OPCH,$1B-$2B,39208000,3217035000,-80402000,-5760000,89752000,0.9712,1015848000.0,0.038596,0.088352,83992000.0,0.082682,0.0,-0.049755,0.315772,0.121278,0 to 1 okay
OPLN,$100M-$500M,12700000,5147900000,88900000,263600000,431900000,93.1009,420600000.0,0.030195,1.026866,695500000.0,1.65359,0.211365,-0.996671,0.081703,1.47242,1 to 2 good
OPTU,$2B-$10B,25865000,31923616000,81405000,-583095000,416846000,-22.5888,2293978000.0,0.011275,0.181713,-166249000.0,-0.072472,0.035486,-0.170438,0.071858,-0.096683,-1 to 0 mixed
ORCL,$10B-$50B,6717000000,134384000000,-29126000000,11220000000,9539000000,1.3904,42440000000.0,0.15827,0.224764,20759000000.0,0.489138,0.0,-0.066494,0.315811,0.647408,0 to 1 okay
ORGO,$100M-$500M,-2969000,460025000,-1236000,-7562000,-5077000,-17.069,107642000.0,-0.027582,-0.047166,-12639000.0,-0.117417,0.0,0.019583,0.233992,-0.184166,-1 to 0 mixed
ORLY,$2B-$10B,516885000,13872995000,-541669000,-221520000,713764000,32.934,3707864000.0,0.139402,0.1925,492244000.0,0.132757,0.0,-0.053098,0.267272,0.272159,0 to 1 okay
ORN,$100M-$500M,-12595000,416893000,3394000,-1300000,-3033000,29.6809,159174000.0,-0.079127,-0.019055,-4333000.0,-0.027222,0.021323,-0.060073,0.38181,-0.127672,-1 to 0 mixed
OSCR,$1B-$2B,-39772000,3601480000,506000,135509000,414715000,8.8959,1469685000.0,-0.027062,0.28218,550224000.0,0.374382,0.000344,-0.309241,0.408078,0.346976,0 to 1 okay
OSIS,$500M-$1B,49397000,1555686000,-37050000,-30386000,72678000,107.6311,829660000.0,0.059539,0.0876,42292000.0,0.050975,0.0,-0.028061,0.533308,0.110514,0 to 1 okay
OSUR,$100M-$500M,27219000,482845000,-1331000,1016000,6002000,-31.1475,154963000.0,0.175648,0.038732,7018000.0,0.045288,0.0,0.136917,0.320937,-0.052896,-1 to 0 mixed
OSW,$100M-$500M,-15904000,706140000,-10306000,-1319000,2192000,56.697,182455000.0,-0.087167,0.012014,873000.0,0.004785,0.0,-0.099181,0.258384,-0.082382,-1 to 0 mixed
OTEX,$2B-$10B,199113000,17089200000,4662276000,-5625003000,663904000,-25.1985,2994150000.0,0.066501,0.221734,-4961099000.0,-1.656931,1.557128,-0.155233,0.175207,-3.147558,<=-2 bad
OTIS,$2B-$10B,331000000,10117000000,-341000000,-21000000,278000000,-19.6964,3346000000.0,0.098924,0.083084,257000000.0,0.076808,0.0,0.01584,0.33073,0.144053,0 to 1 okay
OTTR,$100M-$500M,62481000,3242568000,29910000,-100379000,55553000,2.546,340291000.0,0.18361,0.163251,-44826000.0,-0.131728,0.087895,0.020359,0.104945,-0.076731,-1 to 0 mixed
OUT,$100M-$500M,-28900000,5582900000,20700000,-27700000,9400000,106.7265,395800000.0,-0.073017,0.023749,-18300000.0,-0.046235,0.052299,-0.096766,0.070895,-0.171551,-1 to 0 mixed
OXY,$2B-$10B,1263000000,74008000000,-1080000000,-1598000000,2870000000,-9.4372,7225000000.0,0.17481,0.397232,1272000000.0,0.176055,0.0,-0.222422,0.097625,0.350865,0 to 1 okay
PAA,$10B-$50B,422000000,27355000000,-776000000,158000000,743000000,20.8171,12341000000.0,0.034195,0.060206,901000000.0,0.073009,0.0,-0.026011,0.451142,0.107204,0 to 1 okay
PACS,$500M-$1B,37597000,3512739000,14915000,-57554000,79290000,20.6522,708442000.0,0.05307,0.111922,21736000.0,0.030681,0.021053,-0.058852,0.201678,0.062698,0 to 1 okay
PAGP,$10B-$50B,69000000,28597000000,-775000000,158000000,742000000,23.9107,12341000000.0,0.005591,0.060125,900000000.0,0.072928,0.0,-0.054534,0.431549,0.078519,0 to 1 okay
PAHC,$500M-$1B,21108000,971397000,33319000,-63736000,-6928000,232.6178,722840000.0,0.029201,-0.009584,-70664000.0,-0.097759,0.046095,0.038786,0.744124,-0.192224,-1 to 0 mixed
PANL,$100M-$500M,3474267,705179968,-19601075,8794492,11571650,-4.7771,113699075.0,0.030557,0.101774,20366142.0,0.179123,0.0,-0.071218,0.161234,0.20968,0 to 1 okay
PANW,$2B-$10B,212000000,14501100000,-91500000,-2396400000,2363400000,2.8284,4939400000.0,0.04292,0.478479,-33000000.0,-0.006681,0.0,-0.435559,0.340622,0.036239,0 to 1 okay
PAR,$100M-$500M,-15905000,802606000,-2426000,-1767000,-16748000,-70.3641,100437000.0,-0.158358,-0.166751,-18515000.0,-0.184344,0.0,0.008393,0.125139,-0.359489,-1 to 0 mixed
PARR,$1B-$2B,237890000,3863950000,33754000,-2457000,139095000,157.3906,1685209000.0,0.141163,0.082539,136638000.0,0.081081,0.02003,0.058625,0.436136,0.084965,0 to 1 okay
PATK,$500M-$1B,30173000,2562448000,32463000,-23577000,-950000,31.4512,900100000.0,0.033522,-0.001055,-24527000.0,-0.027249,0.036066,0.034577,0.351266,-0.098948,-1 to 0 mixed
PAYC,$100M-$500M,119296000,4197539000,183003000,-40618000,146103000,-12.4021,451637000.0,0.264141,0.323497,105485000.0,0.233561,0.405199,-0.059355,0.107596,0.092503,0 to 1 okay
PAYO,$100M-$500M,7938000,7283119000,-364490000,-57004000,3902000,-8.2883,192014000.0,0.041341,0.020321,-53102000.0,-0.276553,0.0,0.021019,0.026364,-0.277251,-1 to 0 mixed
PBF,$2B-$10B,382100000,14387800000,-646400000,-378700000,437600000,-10.5979,9295000000.0,0.041108,0.047079,58900000.0,0.006337,0.0,-0.005971,0.646033,0.047445,0 to 1 okay
PBH,$1B-$2B,205381000,3353729000,-7569000,-256511000,259922000,-15.3835,1086812000.0,0.188976,0.23916,3411000.0,0.003139,0.0,-0.050184,0.324061,0.192114,0 to 1 okay
PBI,$500M-$1B,-7737000,4272185000,-79442000,-41413000,-39714000,199.4264,834538000.0,-0.009271,-0.047588,-81127000.0,-0.097212,0.0,0.038317,0.195342,-0.183117,-1 to 0 mixed
PCAR,$2B-$10B,733900000,40823400000,-690800000,-292700000,684800000,19.632,8473300000.0,0.086613,0.080819,392100000.0,0.046275,0.0,0.005795,0.20756,0.121299,0 to 1 okay
PCG,$2B-$10B,572000000,125698000000,1423000000,-2140000000,1185000000,-5.7167,6209000000.0,0.092124,0.190852,-955000000.0,-0.153809,0.229183,-0.098728,0.049396,-0.290868,-1 to 0 mixed
PCTY,$500M-$1B,103568000,3695680000,-861958000,-298752000,206107000,-21.8622,866145000.0,0.119574,0.237959,-92645000.0,-0.106962,0.0,-0.118385,0.234367,0.012611,0 to 1 okay
PD,$100M-$500M,-12218000,925306000,-4069000,8563000,22152000,-70.5497,103246000.0,-0.118339,0.214556,30715000.0,0.297493,0.0,-0.332894,0.11158,0.179155,0 to 1 okay
PDM,$100M-$500M,-1367000,4057082000,160180000,-45402000,40398000,14.0582,142367000.0,-0.009602,0.28376,-5004000.0,-0.035149,1.12512,-0.293362,0.035091,-1.169871,-2 to -1 weak
PEB,$100M-$500M,-22928000,5824973000,-57125000,105176000,46229000,3.3212,305719000.0,-0.074997,0.151214,151405000.0,0.495242,0.0,-0.226211,0.052484,0.420245,0 to 1 okay
PECO,$100M-$500M,16619000,4865666000,23270000,-91418000,62763000,22.649,151064000.0,0.110013,0.415473,-28655000.0,-0.189688,0.154041,-0.30546,0.031047,-0.233716,-1 to 0 mixed
PEG,$2B-$10B,1287000000,50741000000,-380000000,-714000000,1837000000,8.488,3755000000.0,0.342743,0.489214,1123000000.0,0.299068,0.0,-0.146471,0.074003,0.641811,0 to 1 okay
PEGA,$100M-$500M,-20774000,1510736000,-29372000,-14413000,68107000,22.9696,325472000.0,-0.063827,0.209256,53694000.0,0.164973,0.0,-0.273083,0.215439,0.101145,0 to 1 okay
PENG,$500M-$1B,-22227000,1505958000,222348000,-236996000,26550000,25.8568,780174000.0,-0.02849,0.034031,-210446000.0,-0.269742,0.284998,-0.062521,0.518058,-0.58323,-1 to 0 mixed
PENN,$1B-$2B,514500000,16064200000,-83000000,-378200000,147700000,-6.3021,1673300000.0,0.307476,0.088269,-230500000.0,-0.137752,0.0,0.219208,0.104163,-0.268691,-1 to 0 mixed
PEP,$10B-$50B,1932000000,100495000000,777000000,-532000000,-392000000,-6.2046,17846000000.0,0.10826,-0.021966,-924000000.0,-0.051776,0.043539,0.130225,0.177581,-0.247506,-1 to 0 mixed
PFE,$10B-$50B,5543000000,226501000000,-2771000000,3315000000,1212000000,-1.7174,18486000000.0,0.299849,0.065563,4527000000.0,0.244888,0.0,0.234285,0.081616,0.076166,0 to 1 okay
PFG,$2B-$10B,-140100000,305046700000,201700000,-1104100000,695300000,27.2929,2819000000.0,-0.049698,0.246648,-408800000.0,-0.145016,0.07155,-0.296346,0.009241,-0.266265,-1 to 0 mixed
PG,>$50B,11269000000,120829000000,-8253000000,-2702000000,11507000000,-12.4947,61453000000.0,0.183376,0.187249,8805000000.0,0.14328,0.0,-0.003873,0.508595,0.326656,0 to 1 okay
PGNY,$500M-$1B,17678000,756620000,-1846000,16127000,20961000,-35.7417,500621000.0,0.035312,0.04187,37088000.0,0.074084,0.0,-0.006558,0.661654,0.109396,0 to 1 okay
PGR,$10B-$50B,447900000,80407100000,-104600000,-2277200000,2449500000,-2.848,14303200000.0,0.031315,0.171255,172300000.0,0.012046,0.0,-0.139941,0.177885,0.043361,0 to 1 okay
PGY,$100M-$500M,-60971000,1208376000,103024000,-99665000,-23673000,4.6267,186638000.0,-0.326681,-0.126839,-123338000.0,-0.660841,0.551999,-0.199841,0.154454,-1.53952,-2 to -1 weak
PH,$10B-$50B,1374458000,29964472000,184757000,-8084915000,1794894000,89.3972,13969251000.0,0.098392,0.128489,-6290021000.0,-0.450276,0.013226,-0.030097,0.466194,-0.36511,-1 to 0 mixed
PHIN,$500M-$1B,35000000,4041000000,-3000000,-38000000,-33000000,82.8356,835000000.0,0.041916,-0.039521,-71000000.0,-0.08503,0.0,0.081437,0.206632,-0.205988,-1 to 0 mixed
PHM,$2B-$10B,532259000,16087050000,-454853000,-24214000,711368000,16.1463,3575641000.0,0.148857,0.198948,687154000.0,0.192176,0.0,-0.050091,0.222268,0.341033,0 to 1 okay
PII,$2B-$10B,113400000,5516300000,-41600000,-89100000,124200000,-23.2236,2179700000.0,0.052026,0.05698,35100000.0,0.016103,0.0,-0.004955,0.395138,0.068129,0 to 1 okay
PJT,$100M-$500M,17336000,1434978000,-99485000,42659000,-22989000,43.3537,199988000.0,0.086685,-0.114952,19670000.0,0.098356,0.0,0.201637,0.139367,-0.218233,-1 to 0 mixed
PKG,$1B-$2B,190100000,8681100000,-117300000,-115400000,280400000,15.8894,1976300000.0,0.09619,0.141881,165000000.0,0.083489,0.0,-0.045691,0.227655,0.179679,0 to 1 okay
PKOH,$100M-$500M,5800000,1340700000,62000000,-30300000,-25900000,11.1949,423500000.0,0.013695,-0.061157,-56200000.0,-0.132704,0.146399,0.074852,0.31588,-0.415112,-1 to 0 mixed
PLAB,$100M-$500M,53915000,1526221000,-15242000,-62260000,109677000,106.7934,440397000.0,0.122424,0.249041,47417000.0,0.107669,0.0,-0.126618,0.288554,0.230092,0 to 1 okay
PLCE,$100M-$500M,-28834000,1014870000,7757000,-11037000,5134000,-59.8773,321640000.0,-0.089647,0.015962,-5903000.0,-0.018353,0.024117,-0.105609,0.316927,-0.132117,-1 to 0 mixed
PLD,$1B-$2B,464623000,93020840000,172407000,-1049154000,1114297000,25.7143,1768587000.0,0.262709,0.630049,65143000.0,0.036833,0.097483,-0.367341,0.019013,0.202059,0 to 1 okay
PLPC,$100M-$500M,21398000,603151000,-9307000,-22295000,25430000,183.3701,181824000.0,0.117685,0.139861,3135000.0,0.017242,0.0,-0.022175,0.301457,0.134927,0 to 1 okay
PLTK,$500M-$1B,84100000,3175000000,-6100000,-15400000,20500000,-56.0433,656200000.0,0.128162,0.03124,5100000.0,0.007772,0.0,0.096922,0.206677,-0.057909,-1 to 0 mixed
PLTR,$500M-$1B,16802000,4522425000,25983000,-1554591000,187376000,402.5903,525186000.0,0.031992,0.35678,-1367215000.0,-2.603297,0.049474,-0.324788,0.116129,-2.017481,<=-2 bad
PLUS,$1B-$2B,105600000,1414826000,47176000,-1259000,-20571000,15.476,1821019000.0,0.05799,-0.011296,-21830000.0,-0.011988,0.025906,0.069286,1.287097,-0.118477,-1 to 0 mixed
PLXS,$2B-$10B,83034000,3321172000,-18424000,-47615000,57156000,140.2614,2217809000.0,0.03744,0.025771,9541000.0,0.004302,0.0,0.011668,0.667779,0.018405,0 to 1 okay
PM,$2B-$10B,1995000000,65304000000,864000000,-591000000,-955000000,57.8153,8019000000.0,0.248784,-0.119092,-1546000000.0,-0.192792,0.107744,0.367876,0.122795,-0.787505,-1 to 0 mixed
