quarter,ticker,cik,metadata_status,has_10q_10k_before_or_in_qtr,latest_10q_10k_form,latest_10q_10k_filing_date,latest_10q_10k_accession,item_202_8k_count_in_qtr,item_202_8k_with_ex99_count,item_202_8k_dates,item_202_8k_accessions,ex99_1_documents,passes_metadata_gate,metadata_gate_reason
2024Q3,MCY,64996,ok,True,10-Q,2024-07-30,0000064996-24-000025,1,1,2024-07-30,0001193125-24-188856,d874945dex991.htm,True,included
2024Q3,MDB,1441816,ok,True,10-Q,2024-08-30,0001441816-24-000188,1,1,2024-08-29,0001441816-24-000185,mdb-73124xex991xrelease.htm,True,included
2024Q3,MDGL,1157601,ok,True,10-Q,2024-08-07,0001628280-24-035400,1,1,2024-08-07,0001193125-24-195400,d813823dex991.htm,True,included
2024Q3,MDIA,1784254,ok,True,10-Q,2024-09-18,0001784254-24-000012,0,0,,,,False,missing_8k_item_202_in_qtr
2024Q3,MDLZ,1103982,ok,True,10-Q,2024-07-30,0001103982-24-000092,1,1,2024-07-30,0001103982-24-000091,mdlzearningsreleasecontent.htm,True,included
2024Q3,MDT,1613103,ok,True,10-Q,2024-08-27,0001613103-24-000147,1,1,2024-08-20,0001613103-24-000140,exhibit991-fy25q1earningsr.htm,True,included
2024Q3,MDXG,1376339,ok,True,10-Q,2024-07-31,0001376339-24-000063,1,1,2024-07-31,0001193125-24-189932,d866445dex991.htm;d866445dex992.htm;d866445dex993.htm,True,included
2024Q3,MEC,1766368,ok,True,10-Q,2024-08-07,0001558370-24-011270,1,1,2024-08-06,0001558370-24-011107,tmb-20240806xex99.htm,True,included
2024Q3,MED,910329,ok,True,10-Q,2024-08-05,0001628280-24-034791,1,1,2024-08-05,0001628280-24-034743,medearningsrelease08052024.htm,True,included
2024Q3,MEDP,1668397,ok,True,10-Q,2024-07-23,0001668397-24-000143,1,0,2024-07-22,0001668397-24-000140,,False,missing_ex99_1_for_item_202
2024Q3,MEG,1643615,ok,True,10-Q,2024-08-07,0000950170-24-092715,1,1,2024-08-06,0000950170-24-091889,meg-ex99_1.htm,True,included
2024Q3,MEI,65270,ok,True,10-Q,2024-09-05,0000950170-24-103735,2,2,2024-07-11;2024-09-05,0000950170-24-082851;0000950170-24-103734,mei-ex99_1.htm;mei-ex99_1.htm,True,included
2024Q3,MELI,1099590,ok,True,10-Q,2024-08-02,0001099590-24-000026,1,1,2024-08-01,0001099590-24-000023,meli-20240801xex991.htm,True,included
2024Q3,MERC,1333274,ok,True,10-Q,2024-08-08,0000950170-24-094099,1,1,2024-08-08,0000950170-24-094095,merc-ex99_1.htm,True,included
2024Q3,MET,1099219,ok,True,10-Q,2024-08-01,0001099219-24-000201,1,1,2024-07-31,0001099219-24-000196,ex991earningsreleasetables.htm;ex992qfsq224.htm;exhibit993q22024totalaum.htm;exhibit9942q2024suppleme.htm,True,included
2024Q3,META,1326801,ok,True,10-Q,2024-08-01,0001326801-24-000069,1,1,2024-07-31,0001326801-24-000065,meta-06302024xexhibit991.htm,True,included
2024Q3,METC,1687187,ok,True,10-Q,2024-08-08,0001558370-24-011591,1,1,2024-08-07,0001558370-24-011346,metc-20240807xex99d1.htm,True,included
2024Q3,MG,1436126,ok,True,10-Q,2024-08-02,0001436126-24-000052,1,1,2024-07-31,0001436126-24-000046,a8kexhibit991-q22024.htm,True,included
2024Q3,MGM,789570,ok,True,10-Q,2024-07-31,0000789570-24-000022,1,1,2024-07-31,0000789570-24-000021,mgmex991q22024earningrelea.htm,True,included
2024Q3,MGNI,1595974,ok,True,10-Q,2024-08-07,0001595974-24-000032,1,1,2024-08-07,0001595974-24-000031,a991-earningsq22024.htm,True,included
2024Q3,MGNX,1125345,ok,True,10-Q,2024-08-06,0001125345-24-000148,1,1,2024-08-06,0001125345-24-000149,exhibit99-1earningspressre.htm,True,included
2024Q3,MGPI,835011,ok,True,10-Q,2024-08-01,0001628280-24-033884,1,1,2024-08-01,0001628280-24-033883,mgpiq22024ex-991.htm,True,included
2024Q3,MGRC,752714,ok,True,10-Q,2024-07-25,0000950170-24-086480,1,1,2024-07-25,0000950170-24-086477,mgrc-ex99_1.htm,True,included
2024Q3,MGRX,0001938046,ok,True,10-Q,2024-08-14,0001493152-24-032410,1,1,2024-08-15,0001493152-24-032517,ex99-1.htm,True,included
2024Q3,MGTX,1735438,ok,True,10-Q,2024-08-12,0001558370-24-011788,1,1,2024-08-12,0001558370-24-011797,mgtx-20240812xex99d1.htm,True,included
2024Q3,MGX,0001785279,ok,True,10-Q,2024-08-14,0000950170-24-096665,1,1,2024-08-14,0000950170-24-096673,mgx-ex99_1.htm,True,included
2024Q3,MGY,1698990,ok,True,10-Q,2024-08-01,0001698990-24-000031,1,1,2024-07-31,0001698990-24-000027,mgy_2q24xearningspresent.htm;q22024pressrelease.htm,True,included
2024Q3,MHO,799292,ok,True,10-Q,2024-07-31,0000799292-24-000070,1,1,2024-07-30,0000799292-24-000065,exhibit991earningspressrel.htm,True,included
2024Q3,MIDD,769520,ok,True,10-Q,2024-08-08,0000769520-24-000034,1,1,2024-08-01,0000769520-24-000031,middex991er-q22024.htm,True,included
2024Q3,MIR,1809987,ok,True,10-Q,2024-08-02,0001628280-24-034412,1,1,2024-08-01,0001628280-24-034165,a2024-0630exhibit991.htm,True,included
2024Q3,MIRM,1759425,ok,True,10-Q,2024-08-07,0001759425-24-000031,1,0,2024-08-07,0001759425-24-000029,,False,missing_ex99_1_for_item_202
2024Q3,MITK,807863,ok,True,10-Q,2024-08-08,0000807863-24-000082,1,0,2024-08-08,0000807863-24-000083,,False,missing_ex99_1_for_item_202
2024Q3,MKC,63754,ok,True,10-Q,2024-06-27,0000063754-24-000057,0,0,,,,False,missing_8k_item_202_in_qtr
2024Q3,MKSI,1049502,ok,True,10-Q,2024-08-08,0000950170-24-093615,1,1,2024-08-07,0000950170-24-092873,mksi-ex99_1.htm,True,included
2024Q3,MKTX,1278021,ok,True,10-Q,2024-08-06,0000950170-24-091990,1,1,2024-08-06,0001193125-24-194351,d817291dex991.htm,True,included
2024Q3,MLAB,724004,ok,True,10-Q,2024-08-05,0001437749-24-024571,1,0,2024-08-05,0001437749-24-024570,,False,missing_ex99_1_for_item_202
2024Q3,MLGO,1800392,ok,True,10-Q,2023-05-08,0001829126-23-003141,0,0,,,,False,missing_8k_item_202_in_qtr
2024Q3,MLKN,66382,ok,True,10-K,2024-07-30,0000066382-24-000053,1,1,2024-09-19,0000066382-24-000073,mlkn8k_08312024ex991.htm,True,included
2024Q3,MLM,916076,ok,True,10-Q,2024-08-08,0000950170-24-093580,1,1,2024-08-08,0000950170-24-093300,mlm-ex99_1.htm,True,included
2024Q3,MLR,924822,ok,True,10-Q,2024-08-07,0001558370-24-011387,1,1,2024-08-07,0001558370-24-011384,mlr-20240807xex99d1.htm,True,included
2024Q3,MMI,1578732,ok,True,10-Q,2024-08-07,0001578732-24-000045,1,1,2024-08-07,0001578732-24-000037,er-q224earningsrelease.htm,True,included
2024Q3,MMM,66740,ok,True,10-Q,2024-07-26,0000066740-24-000080,1,0,2024-07-26,0000066740-24-000077,,False,missing_ex99_1_for_item_202
2024Q3,MMS,1032220,ok,True,10-Q,2024-08-08,0001032220-24-000075,1,1,2024-08-07,0001032220-24-000072,mms-2024x06x30x8kxex991.htm,True,included
2024Q3,MMSI,856982,ok,True,10-Q,2024-08-01,0000856982-24-000078,3,3,2024-07-01;2024-08-01;2024-09-18,0000856982-24-000065;0000856982-24-000076;0000856982-24-000087,mmsi-20240701xex99d1.htm;mmsi-20240801xex99d1.htm;mmsi-20240801xex99d2.htm;mmsi-20240801xex99d3.htm;mmsi-20240918xex99d1.htm;mmsi-20240918xex99d2.htm,True,included
2024Q3,MNKD,899460,ok,True,10-Q,2024-08-07,0000950170-24-092288,1,1,2024-08-07,0000950170-24-092289,mnkd-ex99_1.htm,True,included
2024Q3,MNRO,876427,ok,True,10-Q,2024-07-31,0001562762-24-000189,1,1,2024-07-31,0001193125-24-189498,d284523dex991.htm,True,included
2024Q3,MNSB,1693577,ok,True,10-Q,2024-08-13,0001437749-24-026291,1,0,2024-07-29,0001437749-24-023664,,False,missing_ex99_1_for_item_202
2024Q3,MNST,865752,ok,True,10-Q,2024-08-08,0001410578-24-001239,1,1,2024-08-07,0001104659-24-086781,tm2421078d1_ex99-1.htm,True,included
2024Q3,MNTK,1826600,ok,True,10-Q,2024-08-08,0000950170-24-094128,2,2,2024-08-08;2024-08-12,0000950170-24-094106;0001193125-24-198328,mntk-ex99_1.htm;d856796dex991.htm,True,included
2024Q3,MNTS,1781162,ok,True,10-K,2024-06-06,0001628280-24-026929,1,0,2024-09-06,0001140361-24-040320,,False,missing_ex99_1_for_item_202
2024Q3,MO,764180,ok,True,10-Q,2024-07-31,0000764180-24-000093,1,1,2024-07-31,0000764180-24-000091,exhibit991erq22024.htm,True,included
2024Q3,MOD,67347,ok,True,10-Q,2024-07-31,0001140361-24-035058,1,1,2024-07-30,0001140361-24-034906,ef20033260_ex99-1.htm,True,included
2024Q3,MOH,1179929,ok,True,10-Q,2024-07-25,0001179929-24-000123,1,0,2024-07-24,0001179929-24-000120,,False,missing_ex99_1_for_item_202
2024Q3,MORN,1289419,ok,True,10-Q,2024-07-26,0001289419-24-000059,1,1,2024-07-25,0001289419-24-000055,exhibit991-pressrelease_06.htm;shareholderletter-q224fi.htm,True,included
2024Q3,MOS,1285785,ok,True,10-Q,2024-08-07,0001618034-24-000013,1,1,2024-08-06,0001243786-24-000045,performancedataq22024-ex992.htm;pressreleaseq22024-ex991.htm,True,included
2024Q3,MOV,72573,ok,True,10-Q,2024-09-05,0000950170-24-103761,1,1,2024-09-05,0000950142-24-002330,eh240521709_ex9901.htm,True,included
2024Q3,MP,1801368,ok,True,10-Q,2024-08-06,0001801368-24-000066,1,0,2024-08-01,0001801368-24-000062,,False,missing_ex99_1_for_item_202
2024Q3,MPAA,918251,ok,True,10-Q,2024-08-08,0001140361-24-036389,1,1,2024-08-08,0001140361-24-036287,ef20033577_ex99-1.htm,True,included
2024Q3,MPC,1510295,ok,True,10-Q,2024-08-06,0001510295-24-000068,1,1,2024-08-06,0001510295-24-000065,mpcq22024earningsrelease.htm,True,included
2024Q3,MPTI,0001902314,ok,True,10-Q,2024-08-14,0001437749-24-026572,1,0,2024-08-14,0001437749-24-026578,,False,missing_ex99_1_for_item_202
2024Q3,MPWR,1280452,ok,True,10-Q,2024-08-02,0001437749-24-024477,1,0,2024-08-01,0001437749-24-024285,,False,missing_ex99_1_for_item_202
2024Q3,MQ,1522540,ok,True,10-Q,2024-08-07,0001628280-24-035709,1,1,2024-08-07,0001628280-24-035613,mqearningsrelease-q2x2024.htm;mqearningsreleasetemp_imag.gif,True,included
2024Q3,MRAM,1438423,ok,True,10-Q,2024-08-02,0001558370-24-010715,1,1,2024-07-31,0001558370-24-010474,mram-20240731xex99d1.htm,True,included
2024Q3,MRCY,1049521,ok,True,10-K,2024-08-13,0001049521-24-000029,1,1,2024-08-13,0001049521-24-000027,a2024q4earningspresentat.htm;a2024q4earningsreleaseex.htm,True,included
2024Q3,MRDN,1437925,ok,True,10-Q,2024-08-13,0001477932-24-004695,3,3,2024-07-09;2024-08-13;2024-09-12,0001477932-24-004122;0001477932-24-004703;0001477932-24-005687,gmgi_ex991.htm;gmgi_ex991.htm;gmgi_ex992.htm;gmgi_ex991.htm,True,included
2024Q3,MREO,1719714,ok,True,10-Q,2024-08-13,0000950170-24-095777,1,1,2024-08-13,0001193125-24-199430,d880557dex991.htm,True,included
2024Q3,MRK,310158,ok,True,10-Q,2024-08-05,0001628280-24-034715,1,1,2024-07-30,0001104659-24-083722,tm2420272d1_ex99-1.htm;tm2420272d1_ex99-2.htm,True,included
2024Q3,MRNA,1682852,ok,True,10-Q,2024-08-01,0001682852-24-000046,1,1,2024-08-01,0001682852-24-000043,exhibit9912024q2pressrelea.htm,True,included
2024Q3,MRSH,62709,ok,True,10-Q,2024-07-18,0000062709-24-000071,1,1,2024-07-18,0000062709-24-000068,mmc2q2024ex991newsrelease.htm,True,included
2024Q3,MRTN,799167,ok,True,10-Q,2024-08-08,0001437749-24-025273,1,0,2024-07-18,0001437749-24-022984,,False,missing_ex99_1_for_item_202
2024Q3,MRVI,1823239,ok,True,10-Q,2024-08-08,0001823239-24-000095,1,1,2024-08-07,0001823239-24-000093,exhibit991-q22024.htm,True,included
2024Q3,MRVL,1835632,ok,True,10-Q,2024-08-30,0001835632-24-000142,1,1,2024-08-29,0001835632-24-000140,q225_8kx832024ex-991.htm,True,included
2024Q3,MS,895421,ok,False,,,,0,0,,,,False,missing_10q_10k_before_or_in_qtr;missing_8k_item_202_in_qtr
2024Q3,MSCI,1408198,ok,True,10-Q,2024-07-23,0001408198-24-000131,1,1,2024-07-23,0001408198-24-000129,earningsrelease-20240630xf.htm,True,included
2024Q3,MSFT,789019,ok,True,10-K,2024-07-30,0000950170-24-087843,1,1,2024-07-30,0000950170-24-087835,msft-ex99_1.htm,True,included
2024Q3,MSGE,0001952073,ok,True,10-K,2024-08-16,0001952073-24-000022,1,1,2024-08-16,0001952073-24-000019,msgentertainmentcorpearnin.htm,True,included
2024Q3,MSGM,1821175,ok,True,10-Q,2024-08-09,0001493152-24-030976,2,2,2024-07-10;2024-08-09,0001493152-24-026744;0001493152-24-030977,ex99-1.htm;ex99-1.htm;ex99-2.htm,True,included
2024Q3,MSI,68505,ok,True,10-Q,2024-08-01,0000068505-24-000024,1,1,2024-08-01,0000068505-24-000022,msiq22024pressrelease.htm,True,included
2024Q3,MSTR,1050446,ok,True,10-Q,2024-08-06,0000950170-24-091778,1,1,2024-08-01,0000950170-24-089243,mstr-ex99_1.htm,True,included
2024Q3,MTB,36270,ok,True,10-Q,2024-08-05,0001628280-24-034695,1,1,2024-07-18,0001628280-24-032163,earningspresentation_2q2.htm;ex991release2q24.htm,True,included
2024Q3,MTCH,891103,ok,True,10-Q,2024-08-01,0000891103-24-000095,1,1,2024-07-30,0000891103-24-000093,mtch8-k20240730ex991.htm,True,included
2024Q3,MTD,1037646,ok,True,10-Q,2024-08-02,0001037646-24-000027,1,1,2024-08-01,0001037646-24-000025,ex-991mtd8xkq22024.htm,True,included
2024Q3,MTH,833079,ok,True,10-Q,2024-07-26,0000833079-24-000092,1,1,2024-07-24,0000833079-24-000090,mth20240630earningsrelease.htm,True,included
2024Q3,MTRN,1104657,ok,True,10-Q,2024-08-06,0001104657-24-000116,1,1,2024-08-05,0001104657-24-000112,q22024pressrelease.htm,True,included
2024Q3,MTRX,866273,ok,True,10-K,2024-09-10,0000866273-24-000092,1,1,2024-09-09,0000866273-24-000087,a063024ex99earningsrelease.htm;matrixslogoprimaryrgba01a05.gif,True,included
2024Q3,MTSI,1493594,ok,True,10-Q,2024-08-01,0001493594-24-000052,1,1,2024-08-01,0001493594-24-000050,ex99_1earningsreleaseq3fy24.htm,True,included
2024Q3,MTUS,1598428,ok,True,10-Q,2024-08-08,0000950170-24-094053,1,1,2024-08-08,0000950170-24-094023,mtus-ex99_1.htm,True,included
2024Q3,MTW,61986,ok,True,10-Q,2024-08-08,0000950170-24-094032,1,1,2024-08-07,0000950170-24-092935,mtw-ex99_1.htm,True,included
2024Q3,MTX,891014,ok,True,10-Q,2024-07-26,0000891014-24-000089,2,2,2024-07-25;2024-07-29,0000891014-24-000086;0000891014-24-000093,ex99_1.htm;ex99_2.htm;exhibit99_1.htm,True,included
2024Q3,MU,723125,ok,True,10-Q,2024-06-27,0000723125-24-000019,1,1,2024-09-25,0000723125-24-000023,a2024q4ex991-pressrelease.htm,True,included
2024Q3,MUR,717423,ok,True,10-Q,2024-08-08,0000717423-24-000026,1,1,2024-08-08,0000717423-24-000024,mur-2024q2xex991.htm;newsreleaseimage.gif,True,included
2024Q3,MWA,1350593,ok,True,10-Q,2024-08-06,0001350593-24-000058,1,1,2024-08-05,0001350593-24-000053,exhibit991pressreleasefy24.htm,True,included
2024Q3,MXCT,1287098,ok,True,10-Q,2024-08-06,0001558370-24-011120,1,1,2024-08-06,0001558370-24-011088,mxct-20240806xex99d1.htm;mxct-20240806xex99d2.htm,True,included
2024Q3,MXL,1288469,ok,True,10-Q,2024-07-24,0001288469-24-000112,1,1,2024-07-24,0001288469-24-000111,a6302024exhibit991.htm,True,included
2024Q3,MYE,69488,ok,True,10-Q,2024-08-01,0000950170-24-089272,1,1,2024-08-01,0000950170-24-088939,mye-ex99_1.htm,True,included
2024Q3,MYGN,899923,ok,True,10-Q,2024-08-07,0000899923-24-000041,1,1,2024-08-06,0000899923-24-000036,mygn-xq224earningsreleasex.htm,True,included
2024Q3,MYO,1369290,ok,True,10-Q,2024-08-06,0000950170-24-091839,2,2,2024-07-08;2024-08-06,0000950170-24-081953;0000950170-24-091801,myo-ex99_1.htm;myo-ex99_1.htm,True,included
2024Q3,MYRG,700923,ok,True,10-Q,2024-07-31,0000700923-24-000045,1,0,2024-07-31,0000700923-24-000043,,False,missing_ex99_1_for_item_202
2024Q3,MZTI,57515,ok,True,10-K,2024-08-22,0000057515-24-000020,1,1,2024-08-22,0000057515-24-000019,a4q24earn6-30x24.htm,True,included
2024Q3,NABL,1834488,ok,True,10-Q,2024-08-08,0001834488-24-000108,1,1,2024-08-08,0001834488-24-000105,nabl-20240630x8kxex991.htm,True,included
2024Q3,NAGE,1386570,ok,True,10-Q,2024-08-07,0001628280-24-035591,1,1,2024-08-07,0001628280-24-035593,ex991pressrelease-q22024.htm;ex992-earningspresentati.htm,True,included
2024Q3,NAMS,0001936258,ok,True,10-Q,2024-08-07,0000950170-24-092281,1,1,2024-08-07,0000950170-24-092279,nams-ex99_1.htm,True,included
2024Q3,NATL,0001974138,ok,True,10-Q,2024-08-14,0001974138-24-000049,1,1,2024-08-13,0001974138-24-000047,ex-991ncratleosq22024earni.htm;exhibit992-q22024callsli.htm,True,included
2024Q3,NATR,275053,ok,True,10-Q,2024-08-08,0001628280-24-036235,1,1,2024-08-09,0001628280-24-036412,natrq22024earningsrelease.htm,True,included
2024Q3,NAVI,1593538,ok,True,10-Q,2024-07-24,0000950170-24-086072,1,1,2024-07-24,0001193125-24-183075,d867272dex991.htm;d867272dex992.htm,True,included
2024Q3,NBHC,1475841,ok,True,10-Q,2024-07-31,0001475841-24-000038,1,1,2024-07-23,0001475841-24-000032,nbhc-20240723xex99d1.htm,True,included
2024Q3,NBIX,914475,ok,True,10-Q,2024-08-01,0000914475-24-000181,1,1,2024-08-01,0000914475-24-000180,q2-2024xearningsrelease.htm,True,included
2024Q3,NBR,1163739,ok,True,10-Q,2024-07-26,0001558370-24-010228,2,2,2024-07-17;2024-07-23,0001104659-24-080357;0001104659-24-081894,tm2419650d1_ex99-1.htm;tm2420005d1_ex99-1.htm;tm2420005d1_ex99-2.htm,True,included
2024Q3,NBTB,790359,ok,True,10-Q,2024-08-09,0001140361-24-036613,1,1,2024-07-22,0001140361-24-033739,ef20032759_ex99-1.htm,True,included
2024Q3,NCLH,1513761,ok,True,10-Q,2024-08-08,0001558370-24-011514,1,0,2024-07-31,0001171843-24-004274,,False,missing_ex99_1_for_item_202
2024Q3,NCMI,1377630,ok,True,10-Q,2024-08-05,0000950170-24-090775,1,1,2024-08-05,0000950170-24-090752,ncmi-ex99_1.htm,True,included
2024Q3,NCNO,0001902733,ok,True,10-Q,2024-08-27,0001902733-24-000152,1,1,2024-08-27,0001902733-24-000150,secondquarterfy25earningsp.htm,True,included
2024Q3,NCPL,1414767,ok,True,10-Q,2024-09-16,0001493152-24-036373,2,2,2024-07-30;2024-09-16,0001493152-24-029475;0001493152-24-036410,ex99-1.htm;ex99-1.htm,True,included
2024Q3,NDAQ,1120193,ok,True,10-Q,2024-08-06,0001120193-24-000014,1,1,2024-07-25,0001193125-24-184292,d779391dex991.htm;d779391dex992.htm,True,included
2024Q3,NDLS,1275158,ok,True,10-Q,2024-08-08,0001275158-24-000084,1,1,2024-08-07,0001275158-24-000083,a2024q2ex991pressrelease.htm,True,included
2024Q3,NDRA,1681682,ok,True,10-Q,2024-08-14,0001654954-24-010642,1,1,2024-08-23,0001654954-24-011072,endra_ex991.htm;endra_ex992.htm,True,included
2024Q3,NDSN,72331,ok,True,10-Q,2024-08-22,0000072331-24-000111,1,1,2024-08-21,0000072331-24-000108,ndsn-q320248kxex991.htm,True,included
2024Q3,NE,0001895262,ok,True,10-Q,2024-08-01,0001628280-24-033932,1,1,2024-07-31,0001628280-24-033765,exhibit991-2024q2pressrele.htm,True,included
2024Q3,NEE,753308,ok,True,10-Q,2024-07-24,0000753308-24-000050,1,1,2024-07-24,0000753308-24-000048,neeq22024exhibit99.htm,True,included
2024Q3,NEM,1164727,ok,True,10-Q,2024-07-25,0001164727-24-000039,1,1,2024-07-24,0001164727-24-000035,newmontq22024earningsrelea.htm,True,included
2024Q3,NEO,1077183,ok,True,10-Q,2024-07-30,0001077183-24-000109,1,1,2024-07-29,0001077183-24-000106,a99-106302024earningsrelea.htm,True,included
2024Q3,NEOG,711377,ok,True,10-K,2024-07-30,0000950170-24-087670,1,1,2024-07-30,0000950170-24-087499,neog-ex99_1.htm,True,included
2024Q3,NET,1477333,ok,True,10-Q,2024-08-01,0001477333-24-000070,1,1,2024-08-01,0001477333-24-000069,q224exhibit991.htm,True,included
2024Q3,NEWT,1587987,ok,True,10-Q,2024-08-09,0001587987-24-000168,2,1,2024-07-24;2024-09-16,0001587987-24-000160;0001587987-24-000193,securitizationrelease202.htm,True,included
2024Q3,NEWTG,1587987,ok,True,10-Q,2024-08-09,0001587987-24-000168,2,1,2024-07-24;2024-09-16,0001587987-24-000160;0001587987-24-000193,securitizationrelease202.htm,True,included
2024Q3,NEXT,1612720,ok,True,10-Q,2024-08-14,0001628280-24-037219,0,0,,,,False,missing_8k_item_202_in_qtr
2024Q3,NFBK,1493225,ok,True,10-Q,2024-08-09,0001493225-24-000134,1,1,2024-07-25,0001493225-24-000130,nfbkq22024exhibit991.htm,True,included
2024Q3,NFE,1749723,ok,True,10-Q,2024-08-09,0001749723-24-000072,1,1,2024-08-09,0001749723-24-000069,nfe-06302024x8xkex991.htm,True,included
2024Q3,NFLX,1065280,ok,True,10-Q,2024-07-19,0001065280-24-000200,1,1,2024-07-18,0001065280-24-000199,ex991_q224.htm,True,included
2024Q3,NG,1173420,ok,True,10-Q,2024-06-26,0001171843-24-003662,0,0,,,,False,missing_8k_item_202_in_qtr
2024Q3,NGNE,1404644,ok,True,10-Q,2024-08-09,0001404644-24-000086,1,1,2024-08-09,0001404644-24-000085,a202408_ngnecorporatepre.htm;pressrelease9aug2024.htm,True,included
2024Q3,NGS,1084991,ok,True,10-Q,2024-08-14,0001084991-24-000089,2,2,2024-08-14;2024-08-15,0001084991-24-000091;0001084991-24-000095,ngsq22024earningsreleaseex.htm;q2earningsscript1.htm,True,included
2024Q3,NGVC,1547459,ok,True,10-Q,2024-08-08,0001437749-24-025540,1,0,2024-08-08,0001437749-24-025543,,False,missing_ex99_1_for_item_202
2024Q3,NGVT,1653477,ok,True,10-Q,2024-08-01,0001653477-24-000082,1,1,2024-07-31,0001653477-24-000080,ex99106302024.htm,True,included
2024Q3,NHC,1047335,ok,True,10-Q,2024-08-08,0001437749-24-025603,1,0,2024-08-09,0001437749-24-025687,,False,missing_ex99_1_for_item_202
2024Q3,NHI,877860,ok,True,10-Q,2024-08-06,0000877860-24-000065,1,1,2024-08-06,0000877860-24-000066,item991-q22024earningsrele.htm,True,included
2024Q3,NI,1111711,ok,True,10-Q,2024-08-07,0001111711-24-000032,1,1,2024-08-07,0001111711-24-000031,ni-ex991_2024630.htm,True,included
2024Q3,NJR,356309,ok,True,10-Q,2024-08-06,0000356309-24-000043,1,1,2024-08-06,0001140361-24-035795,ef20033431_ex99-1.htm;ef20033431_ex99-2.htm,True,included
2024Q3,NKE,320187,ok,True,10-K,2024-07-25,0000320187-24-000044,0,0,,,,False,missing_8k_item_202_in_qtr
2024Q3,NKTR,906709,ok,True,10-Q,2024-08-09,0000950170-24-094231,1,1,2024-08-08,0001213900-24-066630,ea021085501ex99-1_nektar.htm,True,included
2024Q3,NKTX,1787400,ok,True,10-Q,2024-08-13,0000950170-24-096186,1,1,2024-08-16,0000950170-24-097741,nktx-ex99_1.htm,True,included
2024Q3,NLOP,0001952976,ok,True,10-Q,2024-08-08,0001952976-24-000042,0,0,,,,False,missing_8k_item_202_in_qtr
2024Q3,NMIH,1547903,ok,True,10-Q,2024-07-31,0001547903-24-000139,1,1,2024-07-30,0001547903-24-000138,exhibit991q22024.htm,True,included
2024Q3,NMRK,1690680,ok,True,10-Q,2024-08-08,0001690680-24-000025,1,1,2024-08-02,0001690680-24-000021,nmrkex991080224.htm,True,included
2024Q3,NN,1865631,ok,True,10-Q,2024-08-07,0001213900-24-066133,1,1,2024-08-07,0001213900-24-066119,ex991_1.htm,True,included
2024Q3,NNBR,918541,ok,True,10-Q,2024-08-07,0000918541-24-000115,1,1,2024-08-07,0000918541-24-000113,nnbrearningspresentation.htm;pressrelease2024-q2.htm,True,included
2024Q3,NNI,1258602,ok,True,10-Q,2024-08-08,0001258602-24-000050,1,1,2024-08-08,0001258602-24-000049,aex991-080824xearningsrele.htm;aex992-080824xsupplement.htm,True,included
